=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: AI,EBS_SHELF,EBS_SLOPE,GOA,NBS"
"Year: 2021,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1980"
"Species Code: 320"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Catch Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satisfactory Gear Performance","Gear Performance Note","Gear Depth","Bottom Depth","Species Code","Common Name","Scientific Name","Length (mm)","Frequency","Sex","Sample Type","Length Type","akfin_load_date"
EBS_SLOPE,2012,-680,-8783,-232550,201201,94,60,60.31417,-178.67923,60.33192,-178.70537,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",378,386,320,Pacific sleeper shark,Somniosus pacificus,990,1,Male,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7254,-197065,201001,94,130,55.45953,-168.45537,55.45443,-168.42433,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",737,744,320,Pacific sleeper shark,Somniosus pacificus,1010,1,Male,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129987,1134762,200202,57,34,54.27725,-166.6114,54.28325,-166.57719,15,,,,"EBS slope subarea 1 depth stratum 5 1000-1200 meters",,,,,5.3,Y,"Weather affected trawl performance",1067,1072,320,Pacific sleeper shark,Somniosus pacificus,1100,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1220,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1410,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1450,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1800,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1840,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1880,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1940,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2030,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1710,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1790,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",792,799,320,Pacific sleeper shark,Somniosus pacificus,1690,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",792,799,320,Pacific sleeper shark,Somniosus pacificus,1940,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1130001,1133941,200202,57,54,58.52467,-176.1373,58.5244,-176.0957,53,,,,"EBS slope subarea 5 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",662,670,320,Pacific sleeper shark,Somniosus pacificus,990,1,Male,1,1,03-OCT-16
EBS_SLOPE,2012,-680,-8747,-231260,201201,94,24,57.73012,-173.78342,57.74573,-173.81017,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",349,357,320,Pacific sleeper shark,Somniosus pacificus,950,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225587,1230112,200401,134,138,59.3669,-178.2587,59.37599,-178.29849,64,,,,"EBS slope subarea 6 depth stratum 4  800-1000 meters",,,,,0,Y,"Good performance",837,844,320,Pacific sleeper shark,Somniosus pacificus,970,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225602,1234781,200401,134,238,54.48882,-165.8412,54.46661,-165.8476,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",445,452,320,Pacific sleeper shark,Somniosus pacificus,980,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4468,-107056,200801,94,3,54.7219,-165.7323,54.7166,-165.69479,11,,,,"EBS slope subarea 1 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",259,267,320,Pacific sleeper shark,Somniosus pacificus,1170,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4471,-107219,200801,94,6,54.55558,-165.93829,54.55023,-165.9016,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",444,451,320,Pacific sleeper shark,Somniosus pacificus,790,1,Male,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7279,-198223,201001,94,156,54.59837,-166.88198,54.5766,-166.8869,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",410,416,320,Pacific sleeper shark,Somniosus pacificus,1150,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7329,-200480,201001,94,206,54.62782,-167.32008,54.64753,-167.3313,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",496,503,320,Pacific sleeper shark,Somniosus pacificus,920,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1310,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1370,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1450,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1520,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1560,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1780,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1810,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1900,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1960,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1700,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1340,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1730,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1750,2,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1790,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",792,799,320,Pacific sleeper shark,Somniosus pacificus,1570,1,Male,1,1,03-OCT-16
EBS_SLOPE,2004,1225395,1225399,1235387,200401,134,199,54.48179,-167.86951,54.50846,-167.85519,15,,,,"EBS slope subarea 1 depth stratum 5 1000-1200 meters",,,,,0,Y,"Good performance",1009,1016,320,Pacific sleeper shark,Somniosus pacificus,1170,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-9332,-244425,201201,94,156,54.57862,-165.86417,54.57072,-165.82972,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",415,421,320,Pacific sleeper shark,Somniosus pacificus,1190,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225619,1230978,200401,134,55,56.07185,-168.7858,56.07705,-168.74429,23,,,,"EBS slope subarea 2 depth stratum 3 600-800 meters",,,,,4.1,Y,"Caught large rock",736,743,320,Pacific sleeper shark,Somniosus pacificus,1320,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225626,1227246,200401,134,63,56.23694,-171.38831,56.24192,-171.4259,23,,,,"EBS slope subarea 2 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",645,652,320,Pacific sleeper shark,Somniosus pacificus,1150,1,Male,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8747,-231260,201201,94,24,57.73012,-173.78342,57.74573,-173.81017,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",349,357,320,Pacific sleeper shark,Somniosus pacificus,1160,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225450,1232859,200401,134,150,58.5267,-174.82739,58.51756,-174.7888,44,,,,"EBS slope subarea 4 depth stratum 4  800-1000 meters",,,,,0,Y,"Good performance",937,943,320,Pacific sleeper shark,Somniosus pacificus,1460,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225445,1235087,200401,134,143,59.39652,-177.60519,59.37294,-177.605,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",249,256,320,Pacific sleeper shark,Somniosus pacificus,1010,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8759,-262975,201201,94,36,59.50305,-178.30178,59.48718,-178.27502,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",257,264,320,Pacific sleeper shark,Somniosus pacificus,1390,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8776,-232306,201201,94,53,60.50607,-178.8626,60.49213,-178.83618,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",285,293,320,Pacific sleeper shark,Somniosus pacificus,970,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225517,1232192,200401,134,111,59.63767,-178.4613,59.65533,-178.48511,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",321,328,320,Pacific sleeper shark,Somniosus pacificus,1090,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225517,1232192,200401,134,111,59.63767,-178.4613,59.65533,-178.48511,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",321,328,320,Pacific sleeper shark,Somniosus pacificus,810,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225420,1227117,200401,134,20,54.79754,-166.44279,54.80106,-166.4836,11,,,,"EBS slope subarea 1 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",197,205,320,Pacific sleeper shark,Somniosus pacificus,1620,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4469,-107098,200801,94,4,54.69229,-165.77901,54.68908,-165.7402,11,,,,"EBS slope subarea 1 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",294,301,320,Pacific sleeper shark,Somniosus pacificus,880,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4493,-108210,200801,94,28,54.51027,-167.28889,54.5277,-167.31149,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",561,568,320,Pacific sleeper shark,Somniosus pacificus,740,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4513,-109146,200801,94,49,56.17975,-168.4783,56.16864,-168.4463,21,,,,"EBS slope subarea 2 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",207,214,320,Pacific sleeper shark,Somniosus pacificus,1740,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4604,-112964,200801,94,144,57.05104,-173.7971,57.06789,-173.82159,32,,,,"EBS slope subarea 3 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",515,521,320,Pacific sleeper shark,Somniosus pacificus,1240,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4590,-112372,200801,94,130,57.84971,-173.8629,57.86181,-173.89639,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,4.1,Y,"Caught large rock",355,362,320,Pacific sleeper shark,Somniosus pacificus,1340,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4578,-111877,200801,94,118,59.63857,-178.4622,59.65658,-178.48599,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",321,327,320,Pacific sleeper shark,Somniosus pacificus,1350,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7256,-197189,201001,94,132,55.41812,-168.27098,55.40677,-168.23835,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,5.2,Y,"Net improperly configured unspecified reason",418,425,320,Pacific sleeper shark,Somniosus pacificus,990,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129987,1134762,200202,57,34,54.27725,-166.6114,54.28325,-166.57719,15,,,,"EBS slope subarea 1 depth stratum 5 1000-1200 meters",,,,,5.3,Y,"Weather affected trawl performance",1067,1072,320,Pacific sleeper shark,Somniosus pacificus,820,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129899,1132249,200202,57,99,56.45683,-172.7142,56.46564,-172.7524,33,,,,"EBS slope subarea 3 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",723,730,320,Pacific sleeper shark,Somniosus pacificus,770,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1390,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1490,2,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1520,2,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1630,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2150,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1690,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1700,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1680,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",792,799,320,Pacific sleeper shark,Somniosus pacificus,1770,1,Male,1,1,03-OCT-16
EBS_SLOPE,2010,-657,-6469,-179650,201001,94,17,59.25077,-177.84935,59.26198,-177.88572,62,,,,"EBS slope subarea 6 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",416,424,320,Pacific sleeper shark,Somniosus pacificus,1030,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-6487,-180343,201001,94,35,59.81075,-178.73883,59.8263,-178.77098,62,,,,"EBS slope subarea 6 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",449,455,320,Pacific sleeper shark,Somniosus pacificus,720,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225401,1231861,200401,134,202,54.49024,-167.41991,54.51237,-167.4315,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",633,640,320,Pacific sleeper shark,Somniosus pacificus,980,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225616,1227153,200401,134,50,55.93306,-168.8197,55.92489,-168.8571,21,,,,"EBS slope subarea 2 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",299,307,320,Pacific sleeper shark,Somniosus pacificus,1040,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-9316,-243718,201201,94,137,55.98637,-169.73845,55.98247,-169.77568,22,,,,"EBS slope subarea 2 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",522,529,320,Pacific sleeper shark,Somniosus pacificus,1030,1,Male,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8754,-231502,201201,94,31,58.61795,-177.23873,58.62573,-177.28067,51,,,,"EBS slope subarea 5 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",258,266,320,Pacific sleeper shark,Somniosus pacificus,1220,1,Male,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8784,-232571,201201,94,61,60.18083,-178.85553,60.16972,-178.88928,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",382,390,320,Pacific sleeper shark,Somniosus pacificus,1120,1,Unknown,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4478,-107526,200801,94,13,54.57619,-166.3976,54.57203,-166.43671,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",402,409,320,Pacific sleeper shark,Somniosus pacificus,1150,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4507,-108871,200801,94,42,55.52608,-168.4792,55.5444,-168.4982,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,5.1,Y,"Net came off bottom",526,528,320,Pacific sleeper shark,Somniosus pacificus,1190,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4593,-112514,200801,94,133,54.56321,-167.5547,54.58372,-167.5703,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",679,685,320,Pacific sleeper shark,Somniosus pacificus,830,1,Male,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7279,-198223,201001,94,156,54.59837,-166.88198,54.5766,-166.8869,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",410,416,320,Pacific sleeper shark,Somniosus pacificus,900,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7279,-198223,201001,94,156,54.59837,-166.88198,54.5766,-166.8869,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",410,416,320,Pacific sleeper shark,Somniosus pacificus,960,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129921,1131382,200202,57,123,54.37929,-166.5081,54.37751,-166.54539,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",606,612,320,Pacific sleeper shark,Somniosus pacificus,1020,1,Male,1,1,03-OCT-16
EBS_SLOPE,2010,-657,-7241,-196490,201001,94,117,56.14202,-169.00543,56.13887,-168.98452,22,,,,"EBS slope subarea 2 depth stratum 2 400-600 meters",,,,,4,Y,"Caught unspecified object",510,517,320,Pacific sleeper shark,Somniosus pacificus,850,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7233,-196210,201001,94,109,56.11942,-169.27305,56.10235,-169.25132,24,,,,"EBS slope subarea 2 depth stratum 4  800-1000 meters",,,,,4,Y,"Caught unspecified object",965,972,320,Pacific sleeper shark,Somniosus pacificus,970,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129897,1132485,200202,57,97,56.66528,-173.26759,56.65444,-173.2319,33,,,,"EBS slope subarea 3 depth stratum 3 600-800 meters",,,,,5.1,Y,"Net came off bottom",766,772,320,Pacific sleeper shark,Somniosus pacificus,800,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129897,1132485,200202,57,97,56.66528,-173.26759,56.65444,-173.2319,33,,,,"EBS slope subarea 3 depth stratum 3 600-800 meters",,,,,5.1,Y,"Net came off bottom",766,772,320,Pacific sleeper shark,Somniosus pacificus,1280,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1100,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1100,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1350,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1370,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1550,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1550,2,Male,1,1,03-OCT-16
